text,rating,label3,label5,lang
Nice full bundles — The hair arrived very quickly!! It was packaged very well and secure!! It is so soft and the bundles are very full!! Can't wait to install it!! Will definitely be purchasing again!!!,5.0,2,4,en
"Awesome! — Pictures does no justice, the hair not only is realistic and very good quality the price you cannot beat. The color and hair doesn't even look synthetic unlike others I've tried. Veey pleased with the results.",5.0,2,4,en
"cute — cute in all hair types,Beautiful Sparkle",5.0,2,4,en
"Has a tray — Good product. Has a tray inside so you don’t have to stick your fingers in water to retrieve dentures. Wish the lid snapped on instead of just sitting on cup, but overall pleased with cup & brushes",5.0,2,4,en
Naw Poorly Made — This was ok but poorly sown together I have a hole in it already,3.0,1,2,en
Three Stars — It was smaller inside than I expected. My stuff inside kept dumping or leaking when bag was closed,3.0,1,2,en
Smells great — I get a lot of compliments when I wear it<br />Love it’,5.0,2,4,en
Great value — Nice value well priced protection for my dad's Norelco,5.0,2,4,en
Perfect fit for my wallet — Perfect fit for my wallet. I have Invisalign and this Is exactly what I needed. I told my dentist to recommend it for all his patients,5.0,2,4,en
"A very close shaver. — If you are looking afor a product that will give you a close shave, with minimal physical effort then this is it.",5.0,2,4,en
"So adorable. — My 3 yo daughter has thin hair but these hair clips stay well on her hair, and just so cute. We probably will get other colors too!",5.0,2,4,en
Well made comb & would buy again... — Awesome item! Very good working comb. Is rugged enough that it doesn't bend very easily and while alot metal Combs can either pull hair or feel sharp against scalp this feels normal. Would buy again for sure! 👍,5.0,2,4,en
adds fullness and shine to my hair. — I only need to use a small amount every time I shampoo. It's a good product.,5.0,2,4,en
Shipped wrong color and the brush was missing. — The previous same product was amazing that’s why I re-ordered it but the color came in wrong it came in light brown instead of dark brown and the brush was missing and it didn’t come in the original box I had received previously.,1.0,0,0,en
Nice size bottle — Sprays a fine mist. Works perfect for liquid hand sanitizers.,5.0,2,4,en
Magic for frizzy/curly hair. — Love this stuff.,5.0,2,4,en
trash — Trash trash trash trash. Read the one star reviews and not the paid 5 stars bogus. I bought this it does not even turn on. I swear to God I'm not kidding.,1.0,0,0,en
Three Stars — My favorite product but almost 5 times more expensive in USA than in Europe and even Taiwan.,3.0,1,2,en
10/10 RECOMMEND — I Love the packaging and the starter kit I would highly recommend this !! ^-^,5.0,2,4,en
"Five Stars — Nice scent, subtle, and it works!",5.0,2,4,en
"Don't waste your money! — This unit is small and compact and would be great for travel but lacks a bag for storage. To have to carry the box it came in is not good. Be careful of the eyebrow trimmer as it will shave them off real quick! No real direction on how to use this piece correctly! Doesn't indicate when fully charged. Directions to use are not the best. Ease of use is ok. Doesn't indicate which one is the buffing or shinning roller for the nails. No phone number or web address or link to contact the company for questions or issues! To much hassle to return, so I'll keep it, but there are far better options out there! Don't waste your money!!!! Made in China!",3.0,1,2,en
"made, and good to simplify look! — This one too dark.. My color changed",4.0,2,3,en
"Great brand — Love this brand, use it all my life but not this line. My first time and it’s not for me. Doesn’t feel nice in my skin. Makes my skin look dull. Not good fit for me. But it does last all day wear.",3.0,1,2,en
Nice product — Bought this for my husband as his previous shaver stopped working. I did quite a bit research before buying this lightweight but efficient shaver. He is super happy with it saying it is quiet and did a pretty good job. It’s easy to clean and maintain after use while the battery stays charged for a long time. I am so glad my research wasn’t wasted.,5.0,2,4,en
"Lashes for days. Love these. — I think my daughter orders lashes every week. She loves doing creative makeup and always uses lashes. The only downside, I find lashes all over the house🙄<br />She really like the look of these.",5.0,2,4,en
Codes not working — The codes got stuck and were not able to be opened,1.0,0,0,en
Five Stars — I only had to let this process for 4 minutes and my eyebrows are done!,5.0,2,4,en
Smoothest shave — I have been using this cream for years. It's given me the smoothest shave ever. I don't have heavy facial hair so one tub will last me at least a year.,5.0,2,4,en
The product is halfway there. — The comb was great. The brush needs to be put in the garbage.,3.0,1,2,en
Becareful they extremely delicate — I've had them break in the box In my pocket and hands.,5.0,2,4,en
Five Stars — Only shaving cream my dad will use. Thank you,5.0,2,4,en
"Fell apart — After two months the top started drifting to where there was no pressure on my lashes, which I didn’t realize the exact cause until it came apart and hurt my eye in the process",1.0,0,0,en
"I don’t regret buying it — Lace is good, hair is soft, curls are nice, I love it!",5.0,2,4,en
"Love this product — I love this product, have been buying these diapers and wipes for years... the only problem I had was with the third party seller in which amazon helped me and took care of my issue...",4.0,2,3,en
I love it — Simple to use. Love the colors and it brings the items required to get them done right away,5.0,2,4,en
Great at first BUTTT — These are amazing out the box BUTTTTTT after having them in for a week they are so rough now and I’m a licensed stylist and I have always done extensions and know the proper care but even after doing all that it’s still not enough.,2.0,0,1,en
This works! Gives a natural and even tan that lasts about 5 days. — I learned to put this on for daytime so I wasn’t bothered by the slight smell. Happy with the color; not too yellow like some. Would buy again!,4.0,2,3,en
Water sprayed everywhere — Water sprayed everywhere from a small hole on the side of the top half even while correctly using the flosser. Amazon was able to get me a refund thankfully. I've used much better water flossers than this one.,1.0,0,0,en
"Very nice — This product is really good, I used to have bad skin, but now I use this product, my skin becomes cleaner and smoother. I found myself more beautiful and got back my former self-confidence. thank",5.0,2,4,en
Lower than my low expectations — Very stringy. Wanted to give it a try and take a chance but it was just money wasted.,1.0,0,0,en
"Color is not what it said. — I will give 5 stars because it does a wonderful job. But the color I requested was brow, the box in the pen said brown. But to me and all my friends it looks black.",5.0,2,4,en
LOVE LOVE — I LOVE LOVE LOVE these great way to do a new style without heat,5.0,2,4,en
A MUST HAVE!!! — I absolutely love these lashes! They are super light weight but also give a dramatic/natural look. The price for the quality is great. 14 pairs for only $10! They also fit the eyes really well and you have two different styles in one pack! I would definitely buy these again!!!,5.0,2,4,en
"This wig is by far the best I’ve gotten off Amazon — I ripped the baby hairs off but that’s because I was in a rush. However this wig is phenomenal, it’s length thickness and ease of use is a 10 star rating. The wig lays flat and needed no combing out. I haven’t worn it out yet but I know I’m going to buy every color available. It makes my long haired stylish auntie dreams come true.",5.0,2,4,en
"Beautify — I love it, not sure if it has made a difference in my appearance but i will still use to keep the blood flowing and muscles relaxed in my face and neck.",5.0,2,4,en
"It's not bad — This was decent. I've had better, I've had worse product. Definitely reduces puffiness.",4.0,2,3,en
Need to due better on packaging — Love the soap but the packaging was horrible... Who puts liquid soap in bar soap in a bag together now one of the liquid bottles leaked everywhere..,1.0,0,0,en
You can honestly find better than this — Universal in the sense that it's a razor shaped box. Everything else about it is VERY lackluster from the razor fitting to the snap closure to keep the compartment open. You can honestly find better than this.,1.0,0,0,en
"Great For Summer! — The scarf is see through and thin, so it's great for summer or for an office outfit that needs a little extra something. It has a nice length and width. This scarf might rip easily for someone who is prone to snagging their clothes. But it you're not a snagger, you should be fine! I machine washed it and it's still in one piece :) I got the scarf 1 week and a half before estimated delivery time and I will buy from this seller again.",4.0,2,3,en
? — not sure if it helped my hair. also very expensive,3.0,1,2,en
Just as described. Perfect. — Perfect and quick shipping.,5.0,2,4,en
"Soft , Shiny Hair — I bought both the Argan Oil Shampoo and the Argan Oil Conditioner . I put a small amount of shampoo on wet hair lathered it left it on for like 5 mins , Rinse and used the Conditioner , left that on will I washed my body Rinsed everything off . And towe dried hair while it was wet I could tell it had moisture in hair . Easy to comb through when dry hair was shiny and silky. Pleasant smell and I was happy with the Products. I will buy again",5.0,2,4,en
"Good gagish gift — It’s not obviously not supposed to be a bang for buck product, but it had a lot of scuffs on it. Other then that my sister loved it",4.0,2,3,en
"Four Stars — This is such an easy, inexpensive way to dye your eyebrows. I highly recommend it.",4.0,2,3,en
Great — I love them. Easy to use and it can be use mire than twice.,5.0,2,4,en
Definitely good hair will buy again — The hair is definitely nice and soft iam going to dye it,5.0,2,4,en
Cheap clips — These clips came broken out of the package. The ones that aren’t broken are bent. This is not a returnable product apparently. There are clips that are much more sturdy out there for the same price. Do yourself a favor and don’t waste your money on these.,1.0,0,0,en
Durable — There all pretty good. I have thick hair and they have no problem holding my hair up.,5.0,2,4,en
"Definitely buying from this seller from now on — Probably the best braid hair out there! My wife used this hair for my daughter's braids and she loved it. She said sometimes the texture of the braid hair makes it hard to grip for braiding, but with this hair she had no problems. She also noticed the braids stayed looking fresh for longer than with other braid hair. She'll definitely be buying from this seller from now on.",5.0,2,4,en
"Pretty natural looking — Finally, after over a year of having these, I actually tried them out! I’ve never worn false lashes before and was hesitant to use them (obviously since I’ve had them a year without using them - lol!). I’ve seen so many false eyelashes that are so crazy over-the-top obviously fake looking. These are not that way at all. You get a generous supply of them (see photos) and they are reusable too. With the rate I’m going, mine should last forever!<br />I don’t have get up close vision so it was a little bit harder for me to apply them than it would be for someone who can see better. I used a magnifying makeup mirror though and did fine. The photos of the eyelash after it was applied was my first attempt ever to do this so it’s definitely not perfect but it was much easier to apply than I expected it to be. I am sure my results will improve with practice. These are secured in place with magnetic eyeliner (I guess I am pretty ignorant about these things but I had never heard of that!). The eyeliner goes on smoothly; actually better than some liquid eyeliner that I’ve used in the past. It’s a little tricky to get them in the best spot. Like I said previously though, I think this will get much easier the more times I try them. It comes with tweezers to use but it was almost easier for me to apply them without using",5.0,2,4,en
"long lasting — The perfect shade of white. Application is easy, dries fast, and doesn't chip like other polishes do!",5.0,2,4,en
Love it — I absolutely love my wig!!! The customer service is outstanding . The seller also explained to me on how to installed my wig because this is my first time purchasing a wig. I will be buying again! The hair Is extremely soft.,5.0,2,4,en
Very good — This article not is in the official page and here is a very good price,5.0,2,4,en
The scissors are so adorable! — Got this as a gift for my boyfriend and he absolutely loves it! The scissors are so adorable!,5.0,2,4,en
Price look service and how product works — Works well holding my hair stretches well nice and soft,5.0,2,4,en
waste of — i couldnt even fill the bottle. waste of money,1.0,0,0,en
"very good quality for the price — Not the highest quality brush out there, but it was the best buy I found. I've used it every day for several weeks, and it's stood up to the abuse.",4.0,2,3,en
Highly recommend! — worth it & very happy with my purchase! I have used a couple times already & my cuticles look much more healthier & maintained!,5.0,2,4,en
Very sturdy and durable — Use it every day! Very sturdy and durable!,5.0,2,4,en
Love the selection of colors! — Great selection of colors n easy to use in resin!,5.0,2,4,en
Can get matted FAST!!! — If I could give no stars I would. This hair was horrible. In 24 hours it matted and I had to go and purchase more hair from a local beauty supply. I used this for my 4 year old daughter. She loved the style I did but the hair was not a good choice for her. I will not purchase this hair again. The springs hair will stretch and lose it’s definition. Then later becomes very tangled.,1.0,0,0,en
"Get these back in stock! Pleeeease!!!! — Love this little unit she is so cute and I couldn't believe the price! Of course I finessed it a bit like I always do, plucked the part and reparted it slightly off center, trimmed the front a little bit and recurrled to shape the face better but other than that there wasn't anything extraordinary that I had to do with it. Went back to buy a couple more and they were out of stock! Wanted to keep these in my wardrobe for a while, hopefully they'll come back!",5.0,2,4,en
It’s ok — It doesn’t last long enough on,3.0,1,2,en
"Thanks to Avon — Thanks to Amazon, I was able to obtain Avon eyeliners at the color I've been searching and at an extremely good price.",5.0,2,4,en
"Best styling product for thick curly hair. EVER. — I have tried KCCC (leaves hair crunchy and needs lots of maintainance between application), hair gel (as a daily wash-n-go) and then I found THIS. I went to the salon as recommended by a friend and learned how to apply it. I use it to set my hair under a hood dryer or as a wash-n-go, or just air dry and I ALWAYS get great results. Hair doesn't frizz and and keeps a consistent curl pattern. I don't run from humid weather and my curls come out different depending on the humidity if I air dry it -but never frizzed! I wash and reapply every 3 (as instructed) to 5 days (when I'm cheating). I recently went to Miss Jessie's bc a friend told me their styling products last a week but I found the routine to have too many steps so back to Curly Whip. A 32 oz bottle lasts me approx 6 weeks - I have 3C hair. I used to use the Hair Rules shampoo and conditioner but I have also had good results with other brands and the curly whip.<br /><br />Please resume carrying the 32 oz bottle!",5.0,2,4,en
Fits good — Pants are the perfect fit and I bought 3 in different colors. Definitely worth the money.,5.0,2,4,en
"Very nice ! — I like the smell, but more importantly the ladies like it. I've gotten compliments with words like ""they like my aroma"" never gotten that before.",5.0,2,4,en
Way too curly — Beautiful color and length is perfect. Just way too curled I used the flat iron on them and that fixed it.,3.0,1,2,en
"Best Body Powder — Silkiest, smoothest powder I have been able to find. Was a big fan of talc based powders until I tried Fromonda. It keeps me dry, smells great and isn't expensive like some from those bed & bath stores.",5.0,2,4,en
Great for curly hair — This is great for my curly hair. I gave one to my daughter in law who was so excited about it.,5.0,2,4,en
"I wish it was wider — I like the wig boss concept, but I wish it was wider. For me to get results i need i have to wear both of them.",3.0,1,2,en
Great brush for longer hair. — It's a great brush however it did not work for me. My hair is short and fine... Not enough hair for it to grab.,5.0,2,4,en
This is an amazing product. It keeps my hair looking wonderful and ... — This is an amazing product. It keeps my hair looking wonderful and doesn't feel artificial like other products I've used in the past.,5.0,2,4,en
"Intense Hydration = Glowing Skin! — I have combination skin, so parts of my face are actually pretty dry in the winter months. This is truly INTENSE hydration and my skin is back to glowing and healthy instead of dry and flaky after using this mask. It's not oily or heavy, which some hydrating treatments seem to be and I really love that about this product. In the past, some hydrating treatments have caused breakouts for me, but I haven't had that problem with this. Give it a try- you will not be disappointed. I will be ordering again! I did get a discount on my first purchase of this product.",5.0,2,4,en
Five Stars — Reached on time and very sturdy,5.0,2,4,en
Goes on great — I love this!! I tried pencils and they were just too thick. Even when I sharpened them to the finest point. This goes on very delicately. I don't look like a clown. Love the little edge. You can control it very easily. I'll be ordering this again,5.0,2,4,en
Five Stars — My hair almost that long,5.0,2,4,en
One of my favorites!!!!!!!! — I get the salon blowout look at the convenience of my own home. Makes my hair shine and I love the smell.,5.0,2,4,en
"Nice Shampoo! — This is really nice shampoo. The scent is like candy, but isn't too overwhelming. It also leaves your hair feeling cleaned. The only thing is it seems without conditioner for several weeks, it leaves your long locks a bit brittle. Over all this is a lovely, pure shampoo. Just don't forget a nice conditioner at least once a week for long hair.",4.0,2,3,en
Seller you could do better — I gave it a four star because it’s not a deep wave it’s a kinky curl!!!smh.Ordered a 18/20 inches and by the time I finished with it since it looked kinky I came down with a 14 inch!!! Since the ends were so thin!!!but otherwise from the hair it’s ok .,4.0,2,3,en
Great product — Keeps me dry and no irritating as well love it.,5.0,2,4,en
"Meh — I have a relatively small head circumference, so I purchased this shower cap in March 2022 in hopes that this design would offer a better water seal and less gaps that get my hair wet in the water. I specifically thought the bow on the front would tighten to constrict the cap a bit. Well.<br /><br />I’m writing this review in June 2022, after 3 months of typical wear, to report that the front half of the elastic band has come unglued and hangs across my forehead unless I tuck it up in the cap with my hair. The bow on front does not offer any tightening—it does relax the tightness around your head if you need a bit more room.<br /><br />Overall, I’m not impressed. It’s a $20 shower cap that functions mostly the same as the super cheap ones you can get at your local big box store. I appreciate the intention and the design differences, though my shower priority is to keep my hair dry, not to be camera-ready. To each their own, right?",5.0,2,4,en
Smells fabulous! — This cream goes on silky and smell so good. Definitely recommend!,5.0,2,4,en
Timely and just what I wanted. — The brushes are exactly as pictured. They arrived promptly as promised<br /> I will order them again when needed.,5.0,2,4,en
"Tweezerman blades are the best compare with similar one i had purchased and are not even sharp to cut no corn or callus. — I had purchase similar blades at a beauty supply and some are not sharp enough to do the job. I am very happy with the quality , the savings and, the little time it took to arrived ...iam very happy with this product...thank you",5.0,2,4,en
"Definitely a good buy🖤 — I LOVE it. Soft, easily-installed, very pretty✨",5.0,2,4,en
Love it! — I’ll be buying again great to wear,5.0,2,4,en
"Waste of mony — Concept was good. However, I found bristles were too short to adequately clean at the gum line, where many cavities form.<br /><br />I would recommend to only those with very short teeth.",1.0,0,0,en
Really necessary for natural hair — Ever since I started using this brush my hair pattern has been better and it makes it much easier to untangle my hair!,5.0,2,4,en
"Good buy! — The color is surprising rich just like in the photos and it does come with a lot of volume. Don’t be mistaken, you still need to style it to your head but overall this was a good buy",5.0,2,4,en
soft feet — I love this product..it makes my feet feel so soft..,5.0,2,4,en
Four Stars — Super adorable. One ear tilts funny but still great,4.0,2,3,en
"Amazing Lashes That I Can Use Daily — Ok so I love falsies and have spent hundreds of dollars on those celebrity lashes we all know but can rarely afford but they are a pain in the a** to put on. These lashes are so freakin easy and if I don’t get them on perfect the first time it’s ok because I can just try again. I like the three different sizes that come in the kit because I like shorter thicker lashes for every day and long lashes for special events and pictures. It took me less than 5 minutes to completely apply these. Make sure you apply the liner, let it set 15 to 20 seconds and then reapply. I let my lines dry for a whole minute before putting the lashes on so that there is no chance of getting goop on my lashes. All in all I will be purchasing these on a regular basis for sure!",5.0,2,4,en
"Really good little spray bottle whether for house plant care or your hair — I used this spray bottle to moisten my house plants. I also diluted the filtered water I used with Listerine, which is supposed to help deter the insects and arthropods that can infest house plants. The spray is very fine but powerful and goes for a long time when you press the activator. The spray bottle is inexpensive, light but sturdy and economizes the contents because it sprays very fine. A great product.",5.0,2,4,en
"Don't use if you have eczema or sensitive skin, product has warnings that are not online. — I should've read the reviews better, and noticed the poor translation of the instructions: this stuff is made in China and has a lot of ingredients that can irritate skin. It has warnings on the box that are not posted online. I have eczema and can't risk using this product, and I wouldn't have bought it had I known the ingredients list. Warnings should be publicly posted and ingredients made clear!",1.0,0,0,en
Love this brush! — This brush is absolutely amazing my daughters love it gets the tangles out! I have one daughter with curly crazy hair and it works great in hers and one daughter with extremely thick hair that knots and this brush was great in hers too I love mine as well totally worth the price amazon is cheapest place to get two for the price of one. Totally worth it for anyone to try.,5.0,2,4,en
Perfect for dry natural highlighted curly hair — I've been buying this now for a couple months because it truly cleanses without stripping my hair of it's natural oils while leaving a pleasant scent behind.,5.0,2,4,en
"Sorry, nothing specialfor me. — Nothing special. Have tried many lash lengtheners/thickeners at many price points. Maybe all that can be done has already been achieved. This did nothing noticeable for me, and was definitely higher price point. I won't buy again.",2.0,0,1,en
"Only 3 caps included — The bottles are great. They work well and I like the variety of needle tips that come with them. The tip on the bottle is even small enough for miniatures. The problem is that there are only 3 red sealing caps with the whole set. So, I can only use 3 bottles at a time to store glues and varnishes for my crafts. Unfortunately, I wanted to use more than 3 as I have a lot of glues and liquids for different projects that I need to be able to seal for later use. The caps it came with seal air tight and that’s very important for keeping liquids fresh and flowing. Bummer that there’s not enough to get full use from the set.",1.0,0,0,en
They need to do better — It is ok but all of the stickers or not there,3.0,1,2,en
"Good but lengthy delivery — I cannot adjust it small enough. If it would adjust just a little more, it would be perfect. The comfort is amazing. I have 2 rods and 26 screws in my neck and I sometimes sleep in my neck brace to take the stress off my neck, even afterwards 10yrs. This one is comfortable to sleep in. Delivery of this product is lengthy so don’t order if you need it in the next week or so.",3.0,1,2,en
Gentle and non-drying. — Best facial wipes I’ve found for dry skin. No strong scent. Soft cloth. Right amount of moisture. Cleans well without irritating or drying the skin.,5.0,2,4,en
I love this stuff! — My husband has a very sensitive face so this works wonders for him! I also love it because it helps everything stay smooth and moisturizes your skin! Plus I had no idea these bottles are twice the size of the ones in store!,5.0,2,4,en
"Same bottle as my salon-Not the same shampoo inside!!! — After receiving, I opened the lid to see if the product looked and smelled the same as my salon bottle to make sure it's the same quality. It was NOT!!! The shampoo purchased from this seller is thicker, more opaque and doesn't smell as good as the version I bought at the salon.<br /><br />It makes me wonder if someone is selling the advertised product mixed with a cheaper shampoo of less quality hoping no one would notice but I DID!",1.0,0,0,en
Curly Co Diffuser — Love it. Did come apart I'm assuming from the heat but I kinda snapped it back into the rubber piece. A little pricey.,3.0,1,2,en
Poor shipping — Was a gift and arrived busted so I couldn't give it to her,1.0,0,0,en
Hair catcher — Catches hair. A little difficult to work over if cutting your own hair. Difficult to fold for storage.,5.0,2,4,en
"Replacements — I bought this set to replace the 9mm and 3 mm guards that broke. These are plastic . Of course they will break or crack if hit wrong. They work. My fav sizes are the 3, 6, and 12 mm for grooming my dog.",5.0,2,4,en
"Extra SUPPORT? — The extra support comes from the fact that this gadget pulls on the straps, which obviously pulls the straps tighter! If support is all you need, TIGHTEN YOUR STRAPS!<br />To keep straps from showing when going sleeveless, buy a racer-back bra. Unless you really want a chunk of plastic irritating your back.",1.0,0,0,en
Poor quality — Very poor quality was not happy at all I returned it for a full refund look nothing like the picture,1.0,0,0,en
"Not true to product description — The hair is not full to the ends. It is truly 16 inches instead of 18. It is lightly pre-plucked so it does not lend itself to a quick install. Additionally, the lace is too light for women of color. One should not have to dye or put makeup on the lace for it to be fr women of color.",1.0,0,0,en
Love love love!!!’ — Love this product for my braids. I absolutely don’t like to feel hair on my neck.,5.0,2,4,en
Love this — Cute,5.0,2,4,en
"Five Stars — Very cute, has metal clip fasteners instead of Velcro but that's ok",5.0,2,4,en
"trimmer — This is the third,<br />of this product I have owned. The price is excellent,and the performance is very good but somehow my dog developed a taste for the trimming head and he destroyed the first two.",5.0,2,4,en
I'm in love with product — Skin after this scrub is soft. I'm in love with product.,5.0,2,4,en
Three Stars — Good foundation but the shipping took so long and kept changing.,3.0,1,2,en
"Not what I expected at all — This item is not what I expected. It’s like a piece of paper you have to wet and stick. I thought they were pre moist already and of some sore of substantial feeling item. No idea it’s like paper. Don’t waste your money ladies. Get Botox, filler or a good cream instead.",1.0,0,0,en
Worth it. — I had gotten this for one of my residents and she absolutely loves them.,5.0,2,4,en
Perfect for self-care kits! — Exactly what I was looking for. Great for essential oils for travel and self care kits. 😀,5.0,2,4,en
"Some of the nail brushes were broke off in the bottles, good polish tho. — Good coverage",4.0,2,3,en
"Dry rub — The tube had a foil seal. There is a pineapple scent. You're supposed to massage the gel on dry skin for 2 minutes. As soon as you start, it starts to pill. I feel like most of it immediately dries up and falls off though I'm sure it's grabbing dead skin too. While it's gentle in that it's not using coarse particles, I didn't enjoy the dry rubbing and tugging at my skin. You can only avoid that over 2 minutes by applying a generous amount of gel, but it's a small tube. My skin looked a little brightened afterwards but not as soft and bright as many other exfoliators (scrubs, peels, masks, serums, etc). This is $12.99, which doesn't seem like as great of a value after seeing how much you need to use. I didn't like the application, results, or price enough to reorder this.",3.0,1,2,en
"Very pleased! — Big improvement over the last electric razor that my husband's been using for 15 years, once or twice a week. He's always prefered a razor and shaving cream but I think he might give that up, he's so impressed with this one. It's so quiet!",5.0,2,4,en
Not bad — It's ok,4.0,2,3,en
"Flimsy and impossible to fold back up. — Beware, this product doesn't fold up easily at all. It's super flimsy and will blow away in the wind if you aren't careful.",2.0,0,1,en
"Not Impressed — Definitely did not see what the hype was about. This diffuser, at a minimum, creates a slight blockage to the air flow of the blow dryer. It did attach to the my blow dryer easily, but it felt cheap and continued to collapse while in use. As a curly girl, I like quality air distribution to get the job done. This didn't do for me- returned.",1.0,0,0,en
Open product — [[VIDEOID:e6b1a489c3633dcacb1489d136727fd9]] I got the package one of the bottles was open and you can’t return it that’s a bummer,1.0,0,0,en
"A true disappointment! — Garbage! To start with It's very beautiful,and it does have the mirror effect until you put the topcoat on, I've tried it both ways with and without the topcoat, with the topcoat on it loses it's mirror effect( as the label on the box states,but it's not stated in the advertisement of this product), It dulls the effect of the mirrored look, the topcoat just makes it look like regular silver polish,without the topcoat it's beautiful it has that mirror effect,but only lasted about ten minutes if that,once you wash your hands or rub against something it's gone , so wearing it out without the topcoat is a definite no, no it will not last two hours as it's states on the box ,because I was able to peel it off soon after it was applied and cured from the entire nail, This product is to expensive for it to not deliver,I will never buy this or anything with this brand Mia Secret on the label again.. ( the secret is, its garbage and the secret reveals itself once you've spent your money) Please don't waste your time nor money you will be disappointed.",1.0,0,0,en
It really works! — I used this to take off my poly gel nails and it worked great!! I had glued on tips and poly gel over the tips. This really helped take them off and didn’t ruin my natural nails!! It’s way better than soaking in acetone. I highly recommend this product.,5.0,2,4,en
"Very expensive, but not worth it — This pump bottle is very small and very expensive at $16.99.<br />It hardly produces any foam. Once you put it on your face, it not thicker than hand soap lather, and my shave was worse than using a name brand foaming shaving cream.",1.0,0,0,en
"Canister Stopped Working — While this product is great, the canister stopped delivering the crème after about 2 weeks. It was still almost full and I had to throw it away. I am back to using the smaller version.",3.0,1,2,en
I like this pony tail — Great quality!,4.0,2,3,en
"Perfect extensions — I have tried Bellami, euronet, foxy locks and a ton others. I’ve been wearing hair extensions for 10 years. These are my favorite. I recommend getting 2 and I did take the string off and sewed clips in. It just made them feel more secure. They are thick from top to ends and blend better than other others I’ve ever tried. They don’t just hang there like most do until you trim them yourself. They don’t tangle and don’t shed. Highly, highly recommend them. I was not paid for this! :) they are just that good!",5.0,2,4,en
One Star — To hard to tear and I thought they wear perforated . Cheap,1.0,0,0,en
Nice large size — Great for quick and easy cleanup..<br />Definitely recomend,5.0,2,4,en
"THE ABSOLUTE BEST! — This Kokie Professional So Matte Mattifying Foundation Primer is the absolute best on the market! It is the photoshop of the make-up world. Other than foundation I've also used it underneath eyeshadow and tinted moisturizer. It's as smooth as glass. I've tried many primers over the years...many were very expensive. My foundation, eye-shadow etc. goes on perfectly. The best part is that it makes my skin look as smooth as it feels. Due to it being so smooth it lasts until I decide to wash it off. I've since recommended it to several friends. They liked it just as well.<br /><br />Kindest Regards<br /><br />Michelle",5.0,2,4,en
a complete order — I DID NOT RECEIVE ALL MDY BUNDLES ONLY 16 & 18 +12INCH CLOSURE . THE 14 INCH BUNDLE WAS MISSING,1.0,0,0,en
Arrived in excellent condition. Very gorgeous — If you are looking for decently inexpensive flower clips that will arrive in excellent condition you cannot go wrong with the seller YOUBAMI. It was packaged very well and arrived in a box. All flowers were in tact and just like other reviewers pictures. They are exactly as described. If you want a big flower then get the 3 inchers but these were fine for me and my family. Not a huge POP but a good enough pop to be noticed. Excellent condition and color. There is a trick to putting these behind your ear. I like to pull out my hair sideways and put the clip on sideways closest to my ear so that it doesn't stick directly up. my mom used hers on her bag and a few of my cousins put the flower in their bun. Very happy I went with YOUBAMI. BTW these are alligator clips.,5.0,2,4,en
"But i love the way my eye lashes — Smears if your a face toucher, it is water proff but you can not touch your face/eyes. But i love the way my eye lashes look",4.0,2,3,en
Made for baby mouths — They are too small for any adult we are made more for babies they need longer bristles and a longer head,3.0,1,2,en
"Excellent shaver — Very quiet, gives a very nice shave. Does not irritate the skin. Cannot go wrong with this shaver.",5.0,2,4,en
"Light, Fresh, Floral and Feminine-Wonderful! — Finally, a terrific moisturizing body wash that makes one smell like a woman, not an herb-and-spice shop, little child bubble-gum, or a fruit stand. For years, ever since Cacharel discontinued its wonderful Anais-Anais body wash, I have searched in vain for a similar, all-floral-scented body wash. But all the store offerings I tried had really cheap artificial-smelling scents that I hate: coconut, almond, vanilla, cooking herbs, or Fake-O fruits scents that smell like Koolaid flavors. Even the ones billed as &#34;floral&#34; had one or more or those scents in it. This brand smells like it has real floral essences like high-quality French perfume, but is very light, not overwhelmingly perfume-y. Thank you Bodyecology! Highly recommended.",5.0,2,4,en
"Christmas Present — My daughter loves this, wearing it daily.",5.0,2,4,en
Five Stars — Great ... Need I say more.,5.0,2,4,en
"Great — These are amazing, easy to clean, soft and come with 2 of each.",5.0,2,4,en
Excellent Quality — This is one of my favorite essential oils. It is high quality and the price is terrific! I will be ordering again.,5.0,2,4,en
"Does exactly what it needs to — Easy to use, I put it on the night I know I’m going to wash my hair and massage it in then let it sit for 30-40 minutes then shower as usual!",5.0,2,4,en
"Three Stars — Okay build but doesn't move fluidly, might need some WD40 or something",3.0,1,2,en
Wonderful — My all time favorite and a decent price too!,5.0,2,4,en
Great exfoliate — I liked the exfoliate for all parts of my body. It definitely leaves the skin smooth and helps prevents ingrown hairs.,5.0,2,4,en
The old adage of you get what you pay for ... — The old adage of you get what you pay for is certainly true. The black ring broke on the first day as I was removing it from my finger.,1.0,0,0,en
"Perfect for gifts — Beautiful, i like it",5.0,2,4,en
"Flimsy — Has trouble closing and staying closed. My advice, buy something that costs more and get quality.",1.0,0,0,en
"DO NOT BUY!!!!! — I did not receive the power cord for this item, DO NOT BUY!!!!!",1.0,0,0,en
Refreshes your gel nail polish — Brings life back to gel nail polish. True to use of directions,5.0,2,4,en
They work perfect for me. — They work perfect.,5.0,2,4,en
CHEAP AND SMALL — I wanted to give these no stars. Cheap and not large at all. I would like a full credit.,1.0,0,0,en
Great — These work just as I expected them to. They help keep my brushes in shape after washing and make them look new again. This is more than enough than I needed for my brush collection. the knew I got were black but they also came with a pack of white ones too. Great deal,5.0,2,4,en
